name,address,city,state,zip,lat,lon
ShareTea,468 Azalea Rd,Mobile,AL,36609,30.6623622,-88.1514903
ShareTea,21001 N Tatum Blvd,Phoenix,AZ,85050,33.6766428,-111.9746059
ShareTea,3700 San Pablo Ave Suite 2,Hercules,CA,94547,38.0121733,-122.2740508
ShareTea,1151 Galleria Blvd No.1222,Roseville,CA,95678,38.7734303,-121.269432
ShareTea,890 Renz Ln,Gilroy,CA,95020,37.0054963,-121.5520405
ShareTea,2441 San Ramon Valley Blvd,San Ramon,CA,94583,37.774771,-121.9776591
ShareTea,1850 Mount Diablo Street,Concord,CA,94520,37.9760519,-122.0334098
ShareTea,3381 Cleveland Ave,Santa Rosa,CA,95403,38.4742549,-122.7322191
ShareTea,699 Lewelling Blvd #264,San Leandro,CA,94579,37.6875111,-122.1361472
ShareTea,3948 Washington Blvd,Fremont,CA,94538,37.5319259,-121.9579538
ShareTea,967 Grand Ave,San Rafael,CA,94901,37.9716327,-122.519009
ShareTea,135 4th St,San Francisco,CA,94103,37.7843318,-122.4033663
ShareTea,461 Skymaster Dr,Fairfield,CA,94535,38.2706294,-121.9494374
ShareTea,2855 Stevens Creek Blvd,Santa Clara,CA,95050,37.3267237,-121.9433972
ShareTea,4705 Century Blvd,Pittsburg,CA,94565,38.0062542,-121.8355757
ShareTea,2328 Telegraph Ave,Berkeley,CA,94704,37.8681962,-122.2591906
ShareTea,153 Plaza Dr Ste 103,Vallejo,CA,94591,38.1348335,-122.2191354
ShareTea,220 Main St,San Mateo,CA,94401,37.5663029,-122.3226355
ShareTea,208 F St,Davis,CA,95616,38.5439189,-121.7398876
ShareTea,1728 Hostetter Rd,San Jose,CA,95131,37.3875874,-121.8828547
ShareTea,2401 Waterman Blvd Ste 1,Fairfield,CA,94534,38.2720448,-122.0528487
ShareTea,10318 Trinity Pkwy,Stockton,CA,95219,38.0489793,-121.3733732
ShareTea,78 Hillsdale Shopping Ctr,San Mateo,CA,94403,37.5378764,-122.300907
ShareTea,11900 South Street #106,Cerritos,CA,90703,33.8579324,-118.0803959
ShareTea,2445 E Chapman Ave,Fullerton,CA,92831,33.8755955,-117.8882133
ShareTea,9827 Mira Mesa Blvd,San Diego,CA,92131,32.9165792,-117.1140796
ShareTea,2210 Glendale Galleria Space S006,Glendale,CA,91210,34.1458697,-118.2576416
ShareTea,6237 Pats Ranch Rd Suite C,Jurupa Valley,CA,91752,33.9746133,-117.544148
ShareTea,7873 Monticello Ave,Rancho Cucamonga,CA,91739,34.1105131,-117.5355613
ShareTea,27774 Newport Rd Ste 100,Menifee,CA,92584,33.6855831,-117.176679
ShareTea,1702 N Bristol St Ste F,Santa Ana,CA,92706,33.7608,-117.8854323
ShareTea,24305 Town Center Dr Suite#100,Valencia,CA,91355,34.4178209,-118.5610354
ShareTea,55 E Duarte Rd Unit 104,Arcadia,CA,91006,34.1299914,-118.0289194
