Brand,Center,Address,City,State,Latitude,Longitude,Geocode_Status,Geocode_Notes
Luna Grill,--,32525 Golden Lantern Rd Ste E,Dana Point,CA,33.49092,-117.6982114,OK,
Luna Grill,Del Amo Fashion Center,21540 Hawthorne Blvd Bldg 413,Torrance,CA,33.8325139,-118.3498363,OK,
Luna Grill,Eastlake,2275 Otay Lakes Rd Ste 119,Chula Vista,CA,32.6480258,-116.9670355,OK,
Luna Grill,--,12523 Limonite Ave Ste 490,Eastvale,CA,33.976137,-117.555817,OK,
Luna Grill,--,2501 El Camino Real Ste 240,Carlsbad,CA,33.1781919,-117.3290111,OK,
Luna Grill,--,1464 Encinitas Blvd,Encinitas,CA,33.0465483,-117.2574688,OK,
Luna Grill,Bella Terra,7511 Edinger Ave Ste 102,Huntington Beach,CA,33.7304479,-117.9967738,OK,
Luna Grill,Newland Center,19720 Beach Blvd Ste 101,Huntington Beach,CA,33.6762461,-117.9881185,OK,
Luna Grill,Hillcrest,350 University Ave Ste A,San Diego,CA,32.7484773,-117.1619064,OK,
Luna Grill,Market Place,13774 Jamboree Rd,Irvine,CA,33.7231427,-117.7897972,OK,
Luna Grill,Irvine Spectrum Center,524 Spectrum Center Dr Ste 602,Irvine,CA,33.6521973,-117.7459274,OK,
Luna Grill,--,965 Foothill Blvd Ste A1,La Canada Filtridge,CA,34.2041878,-118.199151,OK,"city mismatch: typed 'La Canada Filtridge', Google matched 'La Cañada Flintridge'"
Luna Grill,--,23625 El Toro Rd Ste A,Lake Forest,CA,33.6192386,-117.7028631,OK,
Luna Grill,--,4419 Candlewood St,Lakewood,CA,33.8541984,-118.1404747,OK,
Luna Grill,Liberty Station,2400 Historic Decatur Rd Ste 100,San Diego,CA,32.7351895,-117.2162359,OK,
Luna Grill,--,27311 Newport Rd Ste 300,Menifee,CA,33.6843503,-117.1824413,OK,
Luna Grill,--,2030 Birch Rd Ste 101,Chula Vista,CA,32.62072800000001,-116.9661386,OK,
Luna Grill,Mira Mesa,8430 Mira Mesa Blvd,San Diego,CA,32.9130707,-117.1426783,OK,
Luna Grill,Mission Valley,2245 Fenton Pkwy Ste 105,San Diego,CA,32.7799166,-117.1292709,OK,
Luna Grill,--,691 Collection Blvd Ste 1100,Oxnard,CA,34.2416538,-119.1779896,OK,
Luna Grill,Pacific Highlands Ranch,5950 Village Way Ste 105,San Diego,CA,32.9616881,-117.1909911,OK,
Luna Grill,--,73-405 Hwy 11 Ste 105,Palm Desert,CA,33.7222445,-116.3744556,OK,partial match - verify address
Luna Grill,--,16475 Paseo Del Sur Ste 125,San Diego,CA,33.0203381,-117.1232257,OK,
Luna Grill,--,14727 Pomerado Rd,Poway,CA,32.9793961,-117.0608588,OK,
Luna Grill,--,10877 Foothill Blvd Ste 140,Rancho Cucamonga,CA,34.1060964,-117.568152,OK,
Luna Grill,Rancho San Diego,2963 Jamacha Rd,El Cajon,CA,32.7378267,-116.9396803,OK,
Luna Grill,--,30451 Avenida De Las Flores Ste A,Rancho Santa Margarita,CA,33.6424423,-117.5993921,OK,
Luna Grill,--,505 N Eureka St Ste 200,Redlands,CA,34.0601892,-117.1867077,OK,
Luna Grill,--,3925 State St Unit A,Santa Barbara,CA,34.4401049,-119.7523308,OK,
Luna Grill,--,9828 Mission Gorge Rd Ste B,Santee,CA,32.8409605,-116.9814662,OK,
Luna Grill,Scripps Ranch,10585 Scripps Poway Pkwy Ste D,San Diego,CA,32.9356778,-117.09967,OK,
Luna Grill,--,4550 Van Nuys Blvd Ste A3,Sherman Oaks,CA,34.1547051,-118.4485877,OK,"city mismatch: typed 'Sherman Oaks', Google matched 'Los Angeles'"
Luna Grill,--,40756 Winchester Rd Ste 210,Temecula,CA,33.5244447,-117.152759,OK,
Luna Grill,University Center,4143 Campus Dr,Irvine,CA,33.6504456,-117.8392478,OK,
Luna Grill,--,5752 Telephone Rd Ste A-1,Ventura,CA,34.26492520000001,-119.2138092,OK,
Luna Grill,Clearfork,5239 Marathon Ave,Fort Worth,TX,32.7088836,-97.40001269999999,OK,
Luna Grill,Alliance,8825 Tehama Ridge Pkwy Ste 321,Fort Worth,TX,32.9000228,-97.32274269999999,OK,
Luna Grill,The Hill,8165 Walnut Hill Ln Ste 1300,Dallas,TX,32.8823817,-96.7658086,OK,
Luna Grill,--,1419 E Renner Rd Ste 510,Richardson,TX,32.9977503,-96.697628,OK,
Luna Grill,--,1141 E Southlake Blvd Ste 540,Southlake,TX,32.9400824,-97.1340237,OK,
Luna Grill,--,2500 Cross Timbers Rd Ste 100,Flower Mound,TX,33.0359169,-97.0670626,OK,
Luna Grill,--,1571 E Debbie Ln Ste 103,Mansfield,TX,32.6086598,-97.1121869,OK,
Luna Grill,--,3025 W Dove Valley Rd Ste 300,Phoenix,AZ,33.7833408,-112.1231647,OK,
Luna Grill,--,9750 W Indian School Rd Ste B-100,Phoenix,AZ,33.4943704,-112.2699128,OK,
Luna Grill,--,3131 S Market St Ste 108,Gilbert,AZ,33.2965758,-111.7486885,OK,
Luna Grill,Eastmark,9317 E Ray Rd Ste 102,Mesa,AZ,33.321045,-111.632992,OK,
Nick The Greek,--,7707 N Mac Arthur Blvd #110,Irving,TX,32.9117441,-96.9595963,OK,
Nick The Greek,--,3755 S Gilbert Rd Unit 109,Gilbert,AZ,33.2819032,-111.7877617,OK,
Nick The Greek,--,11 W Washington St #120,Phoenix,AZ,33.4479886,-112.0742547,OK,
Nick The Greek,--,505 University Dr E,College Station,TX,30.6317194,-96.33158019999999,OK,
Nick The Greek,Welborn,1411 Wellborn Rd,College Station,TX,30.5922461,-96.33054159999999,OK,
Nick The Greek,--,15 S River Rd #140,St George,UT,37.1088291,-113.5538312,OK,"city mismatch: typed 'St George', Google matched 'St. George'"
Nick The Greek,--,14321 W 135 St,Olathe,KS,38.8831305,-94.75232059999999,OK,
Nick The Greek,State Line,8807 Stateline Rd,Kansas City,MO,38.9685343,-94.60658029999999,OK,
Nick The Greek,--,1020 NW Pryor Rd Ste C,Lee's Summit,MO,38.9321267,-94.4145934,OK,
Nick The Greek,Westheimer,11805 Westheimer Rd Ste 326,Houston,TX,29.7358973,-95.586088,OK,
Nick The Greek,--,25806 Loop 494,Kingwood,TX,30.0705708,-95.24139579999999,OK,
Nick The Greek,Henderson,9255 S Eastern Ave 330-4,Las Vegas,NV,36.0210916,-115.1191717,OK,
Nick The Greek,Fort Apache,5060 S Fort Apache Rd #175,Las Vegas,NV,36.0966577,-115.2963366,OK,
Nick The Greek,4S Commons,10550 Craftsman Way #185,San Diego,CA,33.0199769,-117.1108136,OK,
Nick The Greek,Genesee Plaza,5604 Balboa Ave Ste 105-106,San Diego,CA,32.8206377,-117.1798791,OK,
Nick The Greek,Plaza Sorrento,6765 Mira Mesa Blvd #146,San Diego,CA,32.9070455,-117.172291,OK,
Nick The Greek,--,927 J St,San Diego,CA,32.7092387,-117.1559837,OK,
Nick The Greek,--,940 N Haven Ave #100,Ontario,CA,34.0760363,-117.5739287,OK,
Nick The Greek,--,806-F Avenida Pico,San Clemente,CA,33.4429568,-117.6138914,OK,
Nick The Greek,--,27221 La Paz Rd Ste E,Laguna Niguel,CA,33.5680389,-117.7084715,OK,
Nick The Greek,--,20355 Yorba Linda Blvd Ste A,Yorba Linda,CA,33.8913043,-117.77629,OK,
Nick The Greek,--,1045 West Arrow Hwy,San Dimas,CA,34.1076741,-117.8284182,OK,
Nick The Greek,--,15333 Culver Dr Ste 450,Irvine,CA,33.6954686,-117.7991684,OK,
Nick The Greek,--,501 N State College Blvd #C,Fullerton,CA,33.8746678,-117.8901268,OK,
Nick The Greek,--,1320 Bison Ave,Newport Beach,CA,33.6390061,-117.8601496,OK,
Nick The Greek,--,1313 West 17th St,Santa Ana,CA,33.760349,-117.8862381,OK,
Nick The Greek,--,14948 Imperial Hwy,La Mirada,CA,33.9167416,-118.0124103,OK,
Nick The Greek,--,5000 E 2nd St,Long Beach,CA,33.7607599,-118.1366577,OK,
Nick The Greek,--,3011 N Hollywood Way,Burbank,CA,34.2035431,-118.3490868,OK,
Nick The Greek,West Hollywood,7077 Sunset Blvd,Las Angeles,CA,34.0985184,-118.3440601,OK,"city mismatch: typed 'Las Angeles', Google matched 'Los Angeles'"
Nick The Greek,--,4764 Lankershim Blvd,North Hollywood,CA,34.1573976,-118.3692732,OK,"city mismatch: typed 'North Hollywood', Google matched 'Los Angeles'"
Nick The Greek,--,19335 Plum Canyon Rd Ste A,Santa Clarita,CA,34.4458011,-118.4723441,OK,
Nick The Greek,West LA,3006 South Sepulveda Blvd,Los Angeles,CA,34.0272742,-118.4276471,OK,
Nick The Greek,UCLA,10959 Kinross Ave,Los Angeles,CA,34.0601713,-118.4469843,OK,
Nick The Greek,--,4254 Lincoln Blvd,Marina Del Rey,CA,33.9861926,-118.443093,OK,
Nick The Greek,--,219 Arizona Ave,Santa Monica,CA,34.0167872,-118.4981812,OK,
Nick The Greek,--,21855 Ventura Blvd,Woodland Hills,CA,34.1687981,-118.6033454,OK,"city mismatch: typed 'Woodland Hills', Google matched 'Los Angeles'"
Nick The Greek,--,3955 #B E Thousand Oaks Blvd,Westlake Village,CA,34.1790619,-118.8764823,OK,"partial match - verify address; city mismatch: typed 'Westlake Village', Google matched 'Thousand Oaks'"
Nick The Greek,--,718 S Mooney Blvd,Visalia,CA,36.3243193,-119.3137244,OK,
Nick The Greek,--,440 E Main St,Ventura,CA,34.2806848,-119.2940428,OK,
Nick The Greek,--,508 State St,Santa Barbara,CA,34.4172084,-119.6956535,OK,
Nick The Greek,--,7675 Blackstone Ave #115,Fresno,CA,36.8477678,-119.7920373,OK,
Nick The Greek,--,685 E Prater Way Ste 102,Sparks,NV,39.54136,-119.7344047,OK,
Nick The Greek,--,5140 Kietzke Ln A,Reno,NV,39.475124,-119.79223,OK,
Nick The Greek,--,13987 S Virginia St,Reno,NV,39.4045326,-119.7502724,OK,
Nick The Greek,--,479 East Betteravia Rd,Santa Maria,CA,34.9246656,-120.4259625,OK,
Nick The Greek,--,10310 N McCarran Blvd #400,Reno,NV,39.5313572,-119.8639009,OK,
Nick The Greek,--,733 Higuera St,San Luis Obispo,CA,35.2790311,-120.6638382,OK,
Nick The Greek,--,2870 W Monte Vista Ave,Turlock,CA,37.5215456,-120.8804639,OK,
Nick The Greek,--,4213 Mitchell Rd,Ceres,CA,37.5780332,-120.9390853,OK,
Nick The Greek,--,2251 Claribel Rd Ste 1,Riverbank,CA,37.7113437,-120.956714,OK,
Nick The Greek,--,3900 Pelandale Ave Ste 430,Modesto,CA,37.6986472,-121.0677752,OK,
Nick The Greek,Nashville Yards,943 Church St,Nashville,TN,36.1608123,-86.78524709999999,OK,
Nick The Greek,Inglewood,3701 Gallatin Pike Ste C,Nashville,TN,36.2134971,-86.7315979,OK,
Nick The Greek,--,5779 Pacific Ave Ste 105,Stockton,CA,38.0025456,-121.3178158,OK,
Nick The Greek,--,5355 Sunrise Blvd,Fair Oaks,CA,38.663196,-121.272537,OK,
Nick The Greek,Fountains,1182 Roseville Pkwy #160,Roseville,CA,38.7680961,-121.2686456,OK,
Nick The Greek,--,2970 W Grant Line Rd,Tracy,CA,37.7535692,-121.4701986,OK,
Nick The Greek,--,711 Pleasant Grove Blvd,Roseville,CA,38.7911943,-121.2782387,OK,
Nick The Greek,--,7460 Elk Grove Blvd # 110,Elk Grove,CA,38.4072913,-121.4170876,OK,
Nick The Greek,--,632 Tennant Station Way,Morgan Hill,CA,37.11356,-121.638032,OK,
Nick The Greek,Bernal,125 Bernal Rd # 70,San Jose,CA,37.2324097,-121.7748686,OK,
Nick The Greek,--,2190 First St,Livermore,CA,37.6817974,-121.7692981,OK,
Nick The Greek,--,5601 Lonetree Way #130,Brentwood,CA,37.9613275,-121.7455934,OK,
Nick The Greek,--,481 Alvarado St,Monterey,CA,36.5981053,-121.894614,OK,
Nick The Greek,--,5019 Almaden Expy,San Jose,CA,37.25807959999999,-121.8766485,OK,
Nick The Greek,Downtown SJ,143 W Santa Clara St,San Jose,CA,37.3353604,-121.8927614,OK,
Nick The Greek,Willow Glen,1399 Lincoln Ave,San Jose,CA,37.3036355,-121.897683,OK,
Nick The Greek,--,206 E St,Davis,CA,38.5436157,-121.7409226,OK,
Nick The Greek,Bascom,2223 Business Circle,San Jose,CA,37.3231825,-121.9323932,OK,
Nick The Greek,--,5246 Dublin Blvd,Dublin,CA,37.7056676,-121.8909249,OK,
Nick The Greek,Valley Fair,2855 Stevens Creek Ste 2465,San Jose,CA,37.3263342,-121.94412,OK,
Nick The Greek,--,2002 El Camino Real #12,Santa Clara,CA,37.3520615,-121.9603341,OK,
Nick The Greek,--,1133 Pacific Ave,Santa Cruz,CA,36.9726106,-122.0258807,OK,
Nick The Greek,--,3141 Mowry Ave,Fremont,CA,37.55439,-121.9844716,OK,
Nick The Greek,--,5458 Ygnacio Valley Rd,Clayton,CA,37.9513256,-121.9563986,OK,"city mismatch: typed 'Clayton', Google matched 'Concord'"
Nick The Greek,--,1687 Hollenbeck Ave,Sunnyvale,CA,37.3377541,-122.0428812,OK,
Nick The Greek,--,121 Hartz Ave,Danville,CA,37.8242409,-122.0029576,OK,
Nick The Greek,--,298 Castro St,Mountain View,CA,37.392741,-122.0798608,OK,
Nick The Greek,--,32248 Dyer St,Union City,CA,37.5990562,-122.0692077,OK,
Nick The Greek,--,1679 E Monte Vista,Vacaville,CA,38.370064,-121.9605803,OK,
Nick The Greek,--,20628 Rustic Dr,Castro Valley,CA,37.6962832,-122.077725,OK,
Nick The Greek,--,1140 Locust St,Walnut Creek,CA,37.8955121,-122.0609731,OK,
Nick The Greek,--,2075 Diamond Blvd,Concord,CA,37.97156469999999,-122.0591973,OK,
Nick The Greek,--,25036 Hesperian Blvd,Hayward,CA,37.6443315,-122.1045072,OK,
Nick The Greek,--,322 University Ave,Palo Alto,CA,37.4461163,-122.1610385,OK,
Nick The Greek,--,1630 Gateway Blvd # E,Fairfield,CA,38.2595936,-122.0584426,OK,
Nick The Greek,--,1509 E 14th St,San Leandro,CA,37.7232669,-122.1539596,OK,
Nick The Greek,--,3272 Lakeshore Ave,Oakland,CA,37.8104374,-122.2441867,OK,
Nick The Greek,--,2034 Broadway,Redwood City,CA,37.48681699999999,-122.22696,OK,
Nick The Greek,--,732 Laurel St,San Carlos,CA,37.5046382,-122.259296,OK,
Nick The Greek,Bridgepoint,2017 Chess Dr,Foster City,CA,37.5626394,-122.2806964,OK,"city mismatch: typed 'Foster City', Google matched 'San Mateo'"
Nick The Greek,--,165 Plaza Dr #711,Vallejo,CA,38.1322969,-122.2189648,OK,
Nick The Greek,--,2109 University Ave,Berkeley,CA,37.8723985,-122.2679832,OK,
Nick The Greek,--,213 3rd Ave,San Mateo,CA,37.5652722,-122.3229963,OK,
Nick The Greek,--,1324 W Hillsdale Blvd,San Mateo,CA,37.5335357,-122.3274522,OK,
Nick The Greek,--,2700 Pinole Valley Rd,Pinole,CA,37.9958493,-122.2862009,OK,
Nick The Greek,--,721 Lincoln Ave,Napa,CA,38.3097886,-122.2862739,OK,
Nick The Greek,--,101 Oyster Point Blvd,South San Francisco,CA,37.6624927,-122.3962532,OK,
Nick The Greek,Spear,121 Spear St,San Francisco,CA,37.7921638,-122.3926569,OK,
Nick The Greek,Metreon,145 4th St,San Francisco,CA,37.7841539,-122.4034781,OK,
Nick The Greek,Gellert,309 Gellert Blvd Ste B,Daly City,CA,37.668028,-122.4685075,OK,
Nick The Greek,--,507 Westlake Center,Daly City,CA,37.6996044,-122.4823255,OK,
Nick The Greek,--,300 Bon Air Center,Greenbrae,CA,37.9462029,-122.5235896,OK,"city mismatch: typed 'Greenbrae', Google matched 'Larkspur'"
Nick The Greek,--,128 Vintage #W-1,Novato,CA,38.1074198,-122.5697032,OK,partial match - verify address
Nick The Greek,Signal Mills,205 Manufactures Rd Ste 105,Chattanooga,TN,35.0630715,-85.3125404,OK,
Nick The Greek,--,441 N McDowell Blvd,Petaluma,CA,38.2542542,-122.636628,OK,
Nick The Greek,--,282 Coddingtown Center,Santa Rosa,CA,38.4587035,-122.728797,OK,
The Kebab Shop,Carmel Mountain,11122 Rancho Carmel Dr #2,San Diego,CA,32.9792986,-117.0824881,OK,
The Kebab Shop,East Village,630 9th Ave,San Diego,CA,32.7118207,-117.156693,OK,
The Kebab Shop,--,132 N El Camino Real,Encinitas,CA,33.0476203,-117.2604239,OK,
The Kebab Shop,--,1282 Auto Park Way,Escondido,CA,33.1129722,-117.1010586,OK,
The Kebab Shop,--,8657 Villa La Jolla Dr #105,La Jolla,CA,32.8667907,-117.2313032,OK,"city mismatch: typed 'La Jolla', Google matched 'San Diego'"
The Kebab Shop,Little Italy,303 W Beech St,San Diego,CA,32.7207889,-117.1657704,OK,
The Kebab Shop,Mira Mesa,9450 Mira Mesa Blvd,San Diego,CA,32.9185989,-117.1221571,OK,
The Kebab Shop,Mission Valley,1570 Camino De La Reina,San Diego,CA,32.7706882,-117.1502326,OK,
The Kebab Shop,Otay Ranch,2015 Birch Rd #1605,Chula Vista,CA,32.6229025,-116.9640398,OK,
The Kebab Shop,Point Loma,3305 Rosecrans St,San Diego,CA,32.7478117,-117.2072777,OK,
The Kebab Shop,Rancho Bernardo,11980 Bernardo Plaza,San Diego,CA,33.0214711,-117.0726923,OK,
The Kebab Shop,--,336 S Twin Oaks Valley Rd,San Marcos,CA,33.1310262,-117.1652268,OK,
The Kebab Shop,--,3405 Imperial Hwy Bldg F,Brea,CA,33.9091066,-117.8500538,OK,
The Kebab Shop,--,1555 Adams Ave,Costa Mesa,CA,33.6730043,-117.9214546,OK,
The Kebab Shop,--,5247 Katella Ave Ste 160,Cypress,CA,33.8036269,-118.0409341,OK,
The Kebab Shop,Harvard Place,17655 Harvard Ave,Irvine,CA,33.6761067,-117.8327226,OK,
The Kebab Shop,--,11401 W Imperial Hwy Ste A,La Habra,CA,33.9308993,-118.43224,OK,"city mismatch: typed 'La Habra', Google matched 'Los Angeles'"
The Kebab Shop,Los Olivos,8687 Irvine Center Dr,Irvine,CA,33.6440076,-117.742897,OK,
The Kebab Shop,--,12430 Seal Beach Blvd #240,Seal Beach,CA,33.7815708,-118.0716182,OK,
The Kebab Shop,Walnut Village,14431 Culver Dr,Irvine,CA,33.7065543,-117.7880706,OK,
The Kebab Shop,Atwater Village,2921 Los Feliz Blvd,Los Angeles,CA,34.12644,-118.2638054,OK,
The Kebab Shop,--,515 N Hollywood Way,Burbank,CA,34.1598615,-118.3440085,OK,
The Kebab Shop,--,11529 South St,Cerritos,CA,33.8588456,-118.0877565,OK,
The Kebab Shop,--,460 N Pacific Coast Hwy,El Segundo,CA,33.9213611,-118.3959464,OK,
The Kebab Shop,--,17401 Ventura Blvd,Encino,CA,34.16182939999999,-118.5124885,OK,"city mismatch: typed 'Encino', Google matched 'Los Angeles'"
The Kebab Shop,--,19545 Nordhoff St Ste 70,Northridge,CA,34.2357397,-118.5597458,OK,"city mismatch: typed 'Northridge', Google matched 'Los Angeles'"
The Kebab Shop,--,19013 Golden Valley Rd Ste 105,Santa Clarita,CA,34.3946987,-118.4601298,OK,
The Kebab Shop,--,21211 Hawthorne Blvd,Torrance,CA,33.8370501,-118.3565805,OK,
The Kebab Shop,--,3980 E Thousand Oaks Blvd,Westlake Village,CA,34.1612882,-118.8243815,OK,"city mismatch: typed 'Westlake Village', Google matched 'Thousand Oaks'"
The Kebab Shop,Almaden Ranch,5110 Cherry Ave #30,San Jose,CA,37.2588875,-121.8751841,OK,
The Kebab Shop,Brokaw San Jose,1078 E Brokaw Rd,San Jose,CA,37.3824592,-121.8965157,OK,
The Kebab Shop,--,1110 Concord Ave #30,Concord,CA,37.9791079,-122.0581318,OK,
The Kebab Shop,--,43834 Pacific Commons Blvd,Fremont,CA,37.5016906,-121.9699285,OK,
The Kebab Shop,Fremont Gateway,39350 Paseo Padre Pkwy,Fremont,CA,37.5523538,-121.9781034,OK,
The Kebab Shop,--,4247 Rosewood Dr,Pleasanton,CA,37.6982841,-121.8735165,OK,
The Kebab Shop,--,3141 Crow Canyon Place,San Ramon,CA,37.7784662,-121.9687066,OK,
The Kebab Shop,--,3938 Rivermark Plaza,Santa Clara,CA,37.394701,-121.9461947,OK,
The Kebab Shop,--,2359 Oak Grove Rd Bld H,Walnut Creek,CA,37.9278456,-122.0158117,OK,partial match - verify address
The Kebab Shop,Arboretum,9761 Great Hills Trail,Austin,TX,30.3937713,-97.7506677,OK,
The Kebab Shop,East Austin,1011 E 5th St #160,Austin,TX,30.2637714,-97.73218639999999,OK,
The Kebab Shop,--,1013 W University Ave #101,Georgetown,TX,30.6316607,-97.69462229999999,OK,
The Kebab Shop,Mueller,1201 Barbara Jordan Blvd #200,Austin,TX,30.3062522,-97.70888269999999,OK,
The Kebab Shop,--,18616 Limestone Commercial Dr #300,Pflugerville,TX,30.4659971,-97.5974689,OK,
The Kebab Shop,--,2800 S Ih 35 Frontage Rd Ste 300,Round Rock,TX,30.48167,-97.67597289999999,OK,
The Kebab Shop,--,8701 West University #470,McKinney,TX,33.2172897,-96.7310309,OK,
The Kebab Shop,--,5050 State Hwy 121 Ste 100,The Colony,TX,33.069363,-96.87881999999999,OK,
The Kebab Shop,--,9620 Fry Rd #800,Cypress,TX,29.9249813,-95.727565,OK,
The Kebab Shop,--,32822 Farm to Market Rd 2978,Magnolia,TX,30.2166782,-95.56745079999999,OK,
The Kebab Shop,--,13607 University Blvd Ste 100,Sugar Land,TX,29.5829711,-95.6474471,OK,
